condition,correlation,length,ones_count,zeros_count,win_rate,return_pct,return_abs,hash,optimal_exposition,correlation_optimal,win_rate_optimal,profit_factor,pf_4,pf_6,pf_8,pf_10,pf_12,pf_14,pf_16,pf_18,pf_20,pf_22,pf_24,pf_26,pf_28,pf_30
mema_5 <= High,0.0015378284,98878,81322,17556,12.44,-9825.446461315689,-1543.5653921147823,272a901e1625028460b95370368ae350ea9835e10fc1933b41122586149e5de3,30,-0.003604088444262743,27.37,0.8576675714062951,0.8576675714062951,0.9186502252198128,0.9547677472348128,0.9843041727859634,1.0102014619739916,1.033811280009557,1.0484567916596608,1.063138379006426,1.0759017730965372,1.0871633900802948,1.1002473083838646,1.111807788978119,1.1247287575254112,1.1342191161924728
bb_lower_2_10 <= bb_lower_2_30_sft_3,0.0015351193,98878,26556,72322,12.5,-3638.1344972873558,-622.9255515311015,1b1f7d2955b86143cbe65db86c488966f4bce7b7721643a6a4f3f03e8b4d5ec5,30,0.008167474530637264,28.05,0.8328730238787788,0.8328730238787788,0.8767452361705562,0.9115824522221073,0.9456681245238255,0.9458628047110635,0.9532374757391855,0.968793900797552,0.9751041064547092,0.9858796747736666,0.995389790135119,0.9948929707477346,1.0071001964370903,1.0199178444684052,1.0378054058481678
willr_20 <= -21,0.0015277041,98878,78536,20342,12.44,-10912.095653221742,-1559.7462186556877,c087f74a8ef9fdefe2bfbfe4c42e7c177e68996d73089fae9a8de15f5638210d,30,0.00167346082162112,27.48,0.8278370515281669,0.8278370515281669,0.8720768388028377,0.9035717846130339,0.9192242396203457,0.9389046394918088,0.9599147113346098,0.9802441764700967,0.9983569783350721,1.020504342193394,1.0371406254711244,1.0508857089245576,1.0635099292499832,1.06982420374417,1.0756972150784778
minus_di_20 <= 7,0.0015085873,98878,1577,97301,12.81,-851.7043228946859,-72.00233593257872,cee77ee220a5e77fe95d20a730179fabcb0f2e40106664424787bbccffac6b44,26,-0.020372115075588226,19.28,0.6958552004170695,0.6958552004170695,0.7027668527579525,0.6960389654988415,0.6460469827602152,0.576081582848845,0.5222226396375518,0.5065010023725717,0.5321339537154194,0.587943621667865,0.6708817598828308,0.7086515837101839,0.7259333195921795,0.7137646851829694,0.6730417990356246
bb_lower_2_20 <= bb_lower_2_20_sft_1,0.0015046683,98878,49326,49552,12.47,-6331.038619007294,-1026.1076881448535,1b1f7d2955b86143cbe65db86c488966f4bce7b7721643a6a4f3f03e8b4d5ec5,30,-0.001971174031496048,27.36,0.8431044449364219,0.8431044449364219,0.8935230936217364,0.9284569661544245,0.9595455921726243,0.979216931147363,0.9994822770451537,1.0165006248340804,1.0300275285425362,1.0432004175888685,1.0530948837475085,1.065660785441148,1.084897866694283,1.102733928069639,1.1204203174844198
stdev_14 >= stdev_14_sft_1,0.0015036314,98878,48690,50188,12.47,-5935.954843295374,-932.7117597867255,a092dbfa6dbefd1d342d1a211503f33f5c7745cd5359e4d4115f2b75459bc7b9,30,-0.00031448827940039337,27.43,0.8549524724316273,0.8549524724316273,0.908251029767826,0.9468255564924328,0.9833804558467745,1.0032828533032345,1.0187860736597154,1.0320412948505477,1.051763912753247,1.0712832201860987,1.082701109934508,1.092381077940657,1.1095504533786733,1.1324658793126317,1.1547355766169172
aaro_10 <= aaro_30_sft_1,0.0014872645,98878,50955,47923,12.47,-6369.977625249248,-925.7362950947936,03178e4886fc07979b0c314ad9c68ba2f86b07645c5f6bfdb6bc96b9669a3c24,30,-0.00546753965318203,27.21,0.8468327339091568,0.8468327339091568,0.8973614353617153,0.9333604841523605,0.9525624777970195,0.9784535762555703,1.0073413290517104,1.0318139855595134,1.0509604542506061,1.067864892834177,1.0755226835975384,1.0970544149423502,1.118960609385013,1.135975843879266,1.1469654707911832
aaro_30 <= -93,0.001468656,98878,4278,94600,12.65,-526.0324515504763,-75.94018093599152,87b58f9896252e251c68e9159d326bea7ed912172d4942a46db4a6bfa531cebe,28,0.009684338234364986,28.99,0.83338137573295,0.83338137573295,0.9359320732641578,0.9651471892291358,0.9728294529877494,0.9940211992920135,0.9957188513270158,1.0071074114086183,1.0195329552102324,1.0529905219479874,1.0929273027434483,1.1216304865844668,1.1301370426854342,1.1568945656557916,1.1507571718658438
mom_2 >= mom_5_sft_1,0.0014530129,98878,51185,47693,12.46,-6841.8823145048955,-1040.20157932461,eaab1708ca388033e741f56742381a7a1263cfafa2fbe8f413d450736cce3e74,30,-0.006063614971935749,27.18,0.838823898841969,0.838823898841969,0.8873271462601795,0.9102766466496618,0.9415565568989981,0.9669166136669561,0.9829125832841021,1.0031707773526164,1.0224597868500187,1.0371281268577761,1.0522270689075253,1.068345574156822,1.0743986561163974,1.082986787277554,1.0983857602611538
rsi_10 >= rsi_5_sft_3,0.0014133486,98878,50103,48775,12.46,-8223.177989919663,-1034.0663546837095,9c5304fe9d592b70a0c6b3286ed47e7bf2dda0b94ec7966217da111653dec0de,30,-0.004657155834138393,27.24,0.8099301252827958,0.8099301252827958,0.8670110466888843,0.9065631310442704,0.9349720148481948,0.9603563799989053,0.9863746115185656,1.0053294168319968,1.0276607844063321,1.0450080932331751,1.0685167535284714,1.081454898503407,1.0963725403208975,1.1187239309760828,1.1333760119675123
bb_lower_2_10 >= Close_sft_1,0.0013875971,98878,1121,97757,12.85,-114.98237906512804,-28.162295667301805,0e70b8a8d55e4ec73841ad3e8c9b127c0a23132eee3ba0a11c3e072e280aafa3,28,0.0027396944351494312,28.1,0.864756202236293,0.864756202236293,0.8161087998482007,0.8835548216362958,0.8459152028648694,0.8824162232896825,0.9067109746723638,0.9533902940937444,1.0026428021362241,1.0289875062510316,1.04262606178397,1.0894448499548806,1.119176250133639,1.2023814747828625,1.183355422988487
adx_20 <= 7,0.0013762912,98878,271,98607,13.28,-58.37351280916483,-5.501024003649945,3c92cb65188a6807549ad02f373e5063a01a53cbce3d2b8fe4af860199995f57,20,0.0,0.0,0.737762828580235,0.737762828580235,0.6298302547488205,0.6795083007741568,0.8078160641425876,0.9863220885274958,1.1416154995366272,1.1359186846984106,1.1942093929469266,1.4498664833267845,1.4044957323900016,1.1837041888664308,0.9337381386865533,0.6972760205392814,0.5385712989275794
aarod_14 >= aarod_10_sft_3,0.0013725611,98878,47588,51290,12.47,-5659.974302818239,-944.9800781368685,010ce60baf3de2cf8c4bcfd243c9185441a26efa8e16690af1f746cc88b42f78,30,-0.006372789386659861,27.15,0.8563791046630806,0.8563791046630806,0.8951172068421301,0.9372688065498865,0.9674315347794569,0.978764632776097,0.9961117043935227,1.007006643432702,1.032355609322563,1.0545823984112495,1.0631270138558817,1.081123858963796,1.0982803865488664,1.1137763837890782,1.1284785960756807
bb_lower_2_20 >= Open,0.0013642329,98878,2871,96007,12.68,-384.4154086490598,-73.19618667269242,da8e2d806350cc6fd9a1fee772f28b714ff99a658489147fdc12f97005db29f7,30,0.0032470538280904293,28.28,0.8327816799844607,0.8327816799844607,0.8002823353038705,0.8373539329985382,0.8320510704462923,0.8441766820017307,0.845419265318266,0.8730190745330819,0.8404028869108493,0.8585030703390184,0.8761346793768694,0.9054756535069091,0.8928850501589809,0.9018544755485001,0.9223856276242491
minus_di_30 >= minus_di_30_sft_1,0.0013478196,98878,30525,68353,12.48,-2786.8049833900805,-577.340279230084,a7c5a511f18bc4bc65b530c22aedd665cbba6e43036caf921c03925c9eff7340,30,-0.0005674171843566,27.41,0.8805457090590935,0.8805457090590935,0.9259466498033314,0.9520412734289649,0.9673913013251831,0.9881149323513299,0.9988972826275941,1.0161497613140222,1.0329793379484018,1.0575562634463418,1.0743891486174453,1.0777376736510687,1.1053134828330584,1.108949674364616,1.1126717252864706
adx_5 >= 20,0.0013401891,98878,94879,3999,12.43,-11954.797904760682,-1826.834859090217,4118d96628e9d7109ca1b25b71d8f7665de5864ad974c7631ea4a76d380fc96f,30,-0.0031611514277756214,27.42,0.8484497982234412,0.8484497982234412,0.9030317749158121,0.9434128564215621,0.9743133959946377,0.9974038105468837,1.0193822310793796,1.0380451996336943,1.0560883003933625,1.072078135016215,1.086877668909052,1.099356205372008,1.1127809307785819,1.123972604584879,1.1354181098668636
rsi_30 >= rsi_20_sft_3,0.0013396521,98878,50918,47960,12.46,-9003.692936179123,-1095.9819484999753,9c5304fe9d592b70a0c6b3286ed47e7bf2dda0b94ec7966217da111653dec0de,30,0.00043488561641424894,27.46,0.7969590825883192,0.7969590825883192,0.8553568118978967,0.8980746462236149,0.9341147387162285,0.9640103472795236,0.9955244523715252,1.0207626207114793,1.0452976858796776,1.0614705719666222,1.0810221840206045,1.096590351909745,1.107167747587225,1.1284847380195555,1.144815187820792
aaro_14 <= aaro_30_sft_2,0.0013355403,98878,49928,48950,12.46,-6060.891623436106,-920.402455699812,03178e4886fc07979b0c314ad9c68ba2f86b07645c5f6bfdb6bc96b9669a3c24,30,-0.006242197938263416,27.17,0.8502268629607661,0.8502268629607661,0.8983245869650239,0.9341417445888336,0.9595590382398321,0.9893187100743341,1.0122971162754275,1.0269017195443828,1.0354633889583305,1.0485009583797742,1.0607809238937544,1.075708790856289,1.0927568265445535,1.1084249337995737,1.124910069355928
bb_lower_2_30 >= High_sft_2,0.0013024104,98878,171,98707,13.45,28.75093041267246,-2.5995990268420437,a004533119ad88e37e81983efb1d0cbf2300c3e3cc59ba199ab847ba9c57f154,30,0.0,0.0,1.2178743243264152,1.2178743243264152,2.8364760289478115,2.9858414429672067,2.8800971438486624,2.810713606381492,3.8512548771824613,3.6170627681513774,3.802225556365407,3.606492511816358,3.6719208430796058,3.599288268350375,4.037860020487892,3.9594273185409357,4.154555097207248
sma_20 <= Low_sft_1,0.0012811817,98878,35029,63849,12.48,-3054.443497730841,-567.3067365259049,984863a5cb13aec2699710705080435de7dea983a917ddee35d0db64a2bad484,30,0.00044141244143247604,27.47,0.8985594602927797,0.8985594602927797,0.9558249968021395,1.0073162206820443,1.0522694414768787,1.0764023117710046,1.0977008494930813,1.1222042780881472,1.1409466793088887,1.1522435453361328,1.164463928170486,1.1826628268855894,1.2062173824941842,1.2248560275077622,1.234330324424224
mom_2 <= mom_20,0.0012761856,98878,49509,49369,12.46,-5067.741478730255,-758.24449200862,99b230403b43b61a62d1e1bb62b812e1617b1ac927f76ee434dad8be358b43f3,30,-0.005834279581904411,27.18,0.8787956485950177,0.8787956485950177,0.9468179619702778,0.9934454012107261,1.0310597525087846,1.0684376658071135,1.0966535836497766,1.1190014789499596,1.1330115841202617,1.1436572961023044,1.1498049873205296,1.155254832493743,1.1653468658563129,1.1813381786870225,1.19048445568319
willr_5 <= willr_5_sft_3,0.0012719999,98878,51096,47782,12.46,-3921.202201797085,-851.9921237364324,1427ae29e5c4ed561613e902f1f63301f41038d7cf9fdf54aa945c6a3e2bca60,30,0.0038431575521826744,27.61,0.9031711477126823,0.9031711477126823,0.9533379789288716,0.9880609321042615,1.0057022987608346,1.022354264434805,1.0322700830900944,1.051969602084059,1.0644198968511724,1.0779517434484958,1.0902160024531917,1.1071601036958836,1.122660342202498,1.132190182848525,1.1437712848956774
sma_20 >= High_sft_3,0.0012559048,98878,35901,62977,12.47,-6130.830719885748,-779.0750137527866,2a2a894e2395475f18aac8b58b172590d4e9304b0f81f0d6018fc944d30d4b38,30,0.006786373443901539,27.85,0.7863027382220306,0.7863027382220306,0.8523971877522675,0.8716922325722222,0.8927124077736561,0.9159316618743534,0.938755783349417,0.9647967030083755,0.9915944238421853,1.0151767243303094,1.0339992987697513,1.0532258966440142,1.0702049087558647,1.09782606496959,1.1049631739725376
mom_10 <= mom_20_sft_1,0.0012305017,98878,49056,49822,12.46,-5186.162217972866,-805.1328057984574,99b230403b43b61a62d1e1bb62b812e1617b1ac927f76ee434dad8be358b43f3,30,-0.0037345169112086296,27.28,0.8698705817905382,0.8698705817905382,0.9280665267485046,0.9604413936330564,0.9876486752736727,1.011310424645767,1.0321046959828186,1.052549845230657,1.0728841347781595,1.0919047612719432,1.0989549097668474,1.105804731408567,1.117735756700915,1.1371353184596467,1.1573136042478043
adx_14 <= adx_20_sft_3,0.0012107848,98878,24777,74101,12.49,-5027.441843881758,-568.8870323275842,234f8ad1c2baf91b95c9f1aef2798b533888ce55558d2a8e51c247014080fabc,30,-0.006225256714969873,26.96,0.7708434266917654,0.7708434266917654,0.8296726160871043,0.8658484214224491,0.8916267797832216,0.9269222537901959,0.959230052593987,0.9843373361684266,1.012620523160296,1.0341157072539027,1.0432395032427806,1.051067430956667,1.05341175116747,1.061136367743455,1.0737635041665554
mema_10 >= High_sft_3,0.0011742972,98878,24540,74338,12.49,-3454.079756644182,-476.11042611527955,b49daa998de516ee8744d85f0961964bee1fbf801ca0904e585341376b8b86ae,30,0.0035160479601472616,27.72,0.836361035559593,0.836361035559593,0.8940508025341973,0.9353333912881079,0.9932372338038448,1.0354180147571677,1.0599691428397928,1.0863008039804132,1.1164250994032374,1.1301995573359425,1.142604247107114,1.1580350689986831,1.1544554795258382,1.1960796471131385,1.207099605285646
willr_10 <= willr_5_sft_1,0.0011741571,98878,52776,46102,12.45,-5300.40727028358,-972.3983566541283,1427ae29e5c4ed561613e902f1f63301f41038d7cf9fdf54aa945c6a3e2bca60,30,-0.0035589798353612423,27.3,0.8734378869279302,0.8734378869279302,0.9186863257729829,0.9531776356642936,0.9873151147895443,1.0082298146030093,1.029354407554959,1.0486506934478905,1.0619253926557641,1.089536889585183,1.10417877664159,1.1165458107790798,1.1330177995105069,1.1491861212547512,1.1518254388528084
aarod_14 >= aarod_5_sft_2,0.0011441121,98878,56582,42296,12.45,-6452.065717986228,-1026.5365823107059,010ce60baf3de2cf8c4bcfd243c9185441a26efa8e16690af1f746cc88b42f78,30,0.002295373473316431,27.53,0.8616033266900877,0.8616033266900877,0.909690826113634,0.9395829667486707,0.9682969839604143,0.9917696934705517,1.0191753175604346,1.0362761603042094,1.0473487077252834,1.0622263873361335,1.0822609914295447,1.1045575030908767,1.1199690609683897,1.1276131285743123,1.138356174839157
mema_20 <= Low_sft_1,0.0010763697,98878,32239,66639,12.47,-2671.219777401682,-495.96110101111117,f2e93f04b3d2a46ee10823902064b64ae41106b8f01252b29032fe26a3290c3e,30,0.0038208619225770235,27.69,0.904441364749742,0.904441364749742,0.9654428178082585,1.0271797879777214,1.0781117062968,1.1096431296645566,1.1363224669687644,1.1610524437226721,1.1745106927841233,1.1836178611734995,1.201083554227328,1.2195199185385757,1.2538031948512856,1.2762152489734526,1.2906341479860173
plus_di_14 >= 7,0.0010714232,98878,96191,2687,12.42,-13178.78313632703,-1887.0642921231702,4f583626fd6f59b1b2e0825c720b1d1aad3858951a5b50964ea86a5c13485b5d,30,0.019576773047447205,27.59,0.8359551805025371,0.8359551805025371,0.8925555337165214,0.930401735006717,0.9586989356203164,0.983971355757719,1.0065223400896088,1.026821088824133,1.0454023706656628,1.0636585090453876,1.0805520451910386,1.0961897130318603,1.1107062686739264,1.124009012525401,1.1364262604513045
minus_di_10 <= 19,0.0010670354,98878,39546,59332,12.46,-4974.9839650933845,-709.887301095514,cee77ee220a5e77fe95d20a730179fabcb0f2e40106664424787bbccffac6b44,30,-0.02967218868434429,25.82,0.8640456145695418,0.8640456145695418,0.9212073774937926,0.964754981263097,0.9979423796597057,1.0166187209943818,1.0323757123486825,1.0427585488897178,1.0486154590197998,1.0446972540575135,1.0443006933123136,1.0477622592247562,1.0550307444692033,1.0652794525853158,1.0722851851317774
aarou_30 >= aarou_30_sft_1,0.0010610095,98878,20116,78762,12.49,-2688.4948200963054,-389.5538775992027,0f031b3780e6467809600593d6806420193325d9573f332c17b627db66a26893,30,0.003388003446161747,27.74,0.8486871196390485,0.8486871196390485,0.9194282050245988,0.9623908007979535,1.0031046496489597,1.0496492543410516,1.0725187416422248,1.0902844255824742,1.1068254955680816,1.118482668038748,1.1314613799874664,1.1549116654984233,1.1726124648683596,1.1783993973517608,1.206596945543993
aaro_30 >= aaro_10_sft_1,0.0010579996,98878,51261,47617,12.45,-6897.506308349407,-955.3941528388386,fa1fba1a54e25d7a96ab29b0d7c633f260580ef2319f10dc44e85c501c26793f,30,-0.005014271475374699,27.23,0.8371482183067689,0.8371482183067689,0.8995094921393286,0.9326578488750354,0.9606957216280936,0.9938871806188979,1.0189709123872943,1.045386813593233,1.0594586087460616,1.071915453240738,1.0863641437829725,1.1052687369283278,1.1274168472482156,1.1397300377058244,1.1503064436076813
aarod_30 >= aarod_5_sft_1,0.0010442574,98878,54122,44756,12.45,-7179.3786814141195,-1046.3058459962995,010ce60baf3de2cf8c4bcfd243c9185441a26efa8e16690af1f746cc88b42f78,30,0.009983187541365623,27.85,0.8419356389166628,0.8419356389166628,0.8983463688978343,0.9300666058969813,0.9584058294120005,0.9796122335281342,1.0085771006289705,1.0292000541698811,1.0450283439700743,1.0591286101609796,1.0731647182566693,1.089795505702099,1.1039849063048017,1.1073373040378498,1.1146217147587985
stdev_10 >= stdev_14_sft_2,0.0010208259,98878,34064,64814,12.46,-3833.972733897055,-649.6233831572681,a092dbfa6dbefd1d342d1a211503f33f5c7745cd5359e4d4115f2b75459bc7b9,30,0.0011521711712703109,27.52,0.8690025416835143,0.8690025416835143,0.9329027395693039,0.982030620168817,1.012736759805867,1.017510568243022,1.0379844016410724,1.054025996297936,1.0747063335948501,1.0884804748061365,1.1022033739612616,1.1094190747716894,1.1245101852684014,1.1424705543439257,1.1652122092040333
aaro_20 <= -80,0.0010010062,98878,11672,87206,12.51,-1562.6246749682905,-301.702354222587,87b58f9896252e251c68e9159d326bea7ed912172d4942a46db4a6bfa531cebe,28,0.009019396267831326,28.06,0.8201883001750188,0.8201883001750188,0.8609564620391018,0.8906725547576274,0.907793911466268,0.9509163279926467,0.9712950805169815,0.9954130927575076,1.016126778297358,1.0451843800731353,1.07531435608127,1.0955310821241744,1.1133425497336555,1.1234247447570418,1.122254805344302
willr_10 <= willr_14_sft_2,0.0009991345,98878,50858,48020,12.45,-4478.5701211331725,-899.1316584154047,1427ae29e5c4ed561613e902f1f63301f41038d7cf9fdf54aa945c6a3e2bca60,30,-0.0010404298081994057,27.4,0.8896534491117891,0.8896534491117891,0.9461191140901108,0.9920781730610081,1.0191741904470164,1.0379722317740012,1.05116789874315,1.0713083959714174,1.080728900627582,1.0951397569561683,1.0969052991203025,1.1070626235873164,1.1286594137770587,1.1345412328981517,1.1415726573680045
bb_lower_2_30 >= Low_sft_3,0.0009947063,98878,5160,93718,12.56,-952.1385849252983,-133.29177424145018,4e26baca5a6303a13016cf43f2fb7e5c7be993260b396d0848e5bc87608a1ef6,28,-0.00423926068469882,26.16,0.789420522486529,0.789420522486529,0.9005729162909409,0.8873774150849574,0.8960459939460158,0.9208249652009497,0.9126933871279813,0.9026536984980645,0.914991373207949,0.9268410409774972,0.9434872325490749,0.9662200532918878,0.9807265144194061,0.9977016511250856,0.9946725619907094
minus_di_5 <= 11,0.0009882222,98878,22310,76568,12.48,-1820.6494104978751,-364.72957568637503,cee77ee220a5e77fe95d20a730179fabcb0f2e40106664424787bbccffac6b44,30,-0.019517352804541588,25.83,0.914363561647539,0.914363561647539,0.9607527228163826,1.0174402226467505,1.0642365662686684,1.0905294195027528,1.114738353757962,1.1222085302413074,1.1223824424911593,1.1167598828558984,1.1250000554751993,1.126829929136953,1.1360171748967618,1.1376700786139224,1.1460676547775979
willr_14 <= willr_20_sft_1,0.0009852053,98878,51037,47841,12.45,-4135.408457120979,-849.2015365952466,1427ae29e5c4ed561613e902f1f63301f41038d7cf9fdf54aa945c6a3e2bca60,30,-0.003359166905283928,27.3,0.8969416831500211,0.8969416831500211,0.9439186674597684,0.9814301257631097,1.007982382215172,1.0391943327572848,1.0585258153460793,1.0715948816508671,1.081231890349334,1.0986074939092856,1.1063023513784616,1.120162596638276,1.131452110802455,1.1459828585881195,1.1506660748039632
mema_20 <= Low,0.0009038418,98878,33628,65250,12.46,-3416.3413321765693,-515.9046212482353,f2e93f04b3d2a46ee10823902064b64ae41106b8f01252b29032fe26a3290c3e,30,0.0013786437921226025,27.53,0.8850944947927776,0.8850944947927776,0.9504259333012653,1.0103124158457129,1.0626935842418275,1.1031101441155358,1.1292234474317635,1.1595079121716465,1.1809930262703678,1.186219459335861,1.1989786068269932,1.210724593098879,1.2307012896767506,1.2584492582072508,1.2780144346071987
aarod_20 >= aarod_5_sft_2,0.00089784525,98878,57194,41684,12.44,-7392.457518291874,-1129.1454644198311,010ce60baf3de2cf8c4bcfd243c9185441a26efa8e16690af1f746cc88b42f78,30,0.007212351076304913,27.72,0.8448674707703417,0.8448674707703417,0.897484655279623,0.9322183679850976,0.95689501291715,0.9825845316049503,1.0079134309119273,1.0282378323445078,1.04609981539062,1.0599082768563823,1.0781440699477174,1.0989210436909926,1.1142620758705017,1.122058150270187,1.1305192805383124
willr_20 <= -22,0.00088056136,98878,77774,21104,12.43,-10676.599678391973,-1535.900245506884,c087f74a8ef9fdefe2bfbfe4c42e7c177e68996d73089fae9a8de15f5638210d,30,0.001934792846441269,27.49,0.8292825060637353,0.8292825060637353,0.8744556377765814,0.9052030989730521,0.9225539016858972,0.9423582477458762,0.9626432208128594,0.9826223646237494,1.0009416214032085,1.0227139904440912,1.038862949423539,1.0526953338258926,1.0651700941828155,1.071339772456202,1.0772414401353843
plus_di_5 >= 14,0.000875763,98878,67680,31198,12.44,-8178.238312405367,-1244.6241399555438,4f583626fd6f59b1b2e0825c720b1d1aad3858951a5b50964ea86a5c13485b5d,30,0.003573274239897728,27.55,0.8616844549921661,0.8616844549921661,0.9299781292827233,0.9693820280984037,1.00038980782288,1.03028167503773,1.053588407934735,1.0726802620937312,1.0881398673904845,1.1044980743612351,1.1156306415557549,1.1267124656122856,1.1379736906311613,1.1515805062657851,1.1618683599351143
minus_di_5 <= 10,0.00085148605,98878,19704,79174,12.47,-1507.5854833575431,-301.2400437958204,cee77ee220a5e77fe95d20a730179fabcb0f2e40106664424787bbccffac6b44,30,-0.019333112984895706,25.72,0.9202941296189209,0.9202941296189209,0.9802380196530913,1.038161123965673,1.08892721932969,1.114823255670374,1.1338459266327119,1.137428748477882,1.1315761712247965,1.1282254974911705,1.130112826712763,1.135678311315093,1.1445991735706444,1.147042793075739,1.1587283783958753
day_of_month >= 5,0.00081313297,98878,86172,12706,12.43,-9998.359765787165,-1663.5401940111915,666161afb56bd50fe398018469fe957621e37839d10a56fca5818303205ef700,30,-0.010012888349592686,27.27,0.8618068564050124,0.8618068564050124,0.9170534377760406,0.9539288464886413,0.9799163576630626,1.0029884712799464,1.0237781332263787,1.0390340979667978,1.0529135919673263,1.0674717667660572,1.0802044534018849,1.0924572462111224,1.1046933568031325,1.1151372366864285,1.126486180577717
willr_20 <= willr_20_sft_2,0.0008113849,98878,51994,46884,12.44,-4588.682829454232,-881.9556622436867,1427ae29e5c4ed561613e902f1f63301f41038d7cf9fdf54aa945c6a3e2bca60,30,-0.0009403779986314476,27.41,0.8864977915256256,0.8864977915256256,0.9343879450301025,0.9802873557295407,1.0053115812020663,1.0192358801673056,1.037790834080785,1.0533421656486572,1.0587912321275725,1.081301869551613,1.0883859087090224,1.1031777350624465,1.1233250982383847,1.1312281437557403,1.1416184432137435
aarou_10 >= aarou_10_sft_2,0.0007606732,98878,40173,58705,12.45,-5862.874363295217,-774.2922878577374,0f031b3780e6467809600593d6806420193325d9573f332c17b627db66a26893,30,-0.0002054584037978202,27.43,0.8282857270850621,0.8282857270850621,0.9033056496392486,0.9404783908902449,0.9879080644717346,1.0232966581458662,1.0551252821381567,1.0692724922318206,1.0836175288642933,1.107010693148561,1.119999621787948,1.1226002517943818,1.1343804096351888,1.144038473167102,1.1744759864947634
mom_10 <= mom_2_sft_2,0.0007252584,98878,50902,47976,12.44,-6506.477783973755,-1033.935198639243,99b230403b43b61a62d1e1bb62b812e1617b1ac927f76ee434dad8be358b43f3,30,0.0008153925300575793,27.48,0.8352189479063601,0.8352189479063601,0.8769141558701466,0.9031857509610973,0.9212657957890792,0.9448086853999186,0.9628083264631039,0.9859165985912522,0.9986628185400693,1.0188102325057125,1.0360124988880575,1.0526033884938124,1.072111673137183,1.0851436234504552,1.0918505556208218
aaro_5 <= aaro_14,0.0007224877,98878,51756,47122,12.44,-6520.989039740357,-977.4940945829949,03178e4886fc07979b0c314ad9c68ba2f86b07645c5f6bfdb6bc96b9669a3c24,30,-0.001107176416553557,27.4,0.8492642680424451,0.8492642680424451,0.9020774043448057,0.9451064712185725,0.9658339511874544,0.9845490944445149,0.9943600594758444,1.0108152974363174,1.0365759546145783,1.0528448662060932,1.0721211250198486,1.0896628095504375,1.1009664474811918,1.1205322706017398,1.1373163716717551
sma_5 >= High,0.0007026904,98878,22285,76593,12.46,-1926.660208079461,-383.6711188156987,2a2a894e2395475f18aac8b58b172590d4e9304b0f81f0d6018fc944d30d4b38,30,0.0027607441879808903,27.67,0.8843171495939972,0.8843171495939972,0.9299522630771759,0.9744586920172396,0.997975735523391,1.0025824552137979,1.0092521400727499,1.0294935628764053,1.0349761188942321,1.0620468997420072,1.0734433740554539,1.0811863865069473,1.102676192191322,1.1016129038089728,1.1205079342900288
sma_50 <= Close_sft_1,0.00068546296,98878,46881,51997,12.44,-4500.165798461398,-717.0434211426691,50a0e61b02a2d5c963e9603b4bade036c42f4965c5f54e99ff926c2165cc53b8,30,-0.0025172079913318157,27.33,0.8867658345409879,0.8867658345409879,0.9652283893474086,1.0222351136568302,1.064601562089838,1.0991469305324653,1.129367807310885,1.1542672087354358,1.1711287808633215,1.1809636343776806,1.1922713167978904,1.203475296866154,1.2212097127891424,1.2416153982492877,1.2608093676721555
plus_di_5 >= 15,0.0006844516,98878,64730,34148,12.43,-7575.004673117321,-1176.5840932495921,4f583626fd6f59b1b2e0825c720b1d1aad3858951a5b50964ea86a5c13485b5d,30,0.003140946151688695,27.55,0.8662639645166131,0.8662639645166131,0.9337068801518951,0.9726465685897976,1.0057673538983993,1.0355770439771148,1.0583539553723107,1.0778041714081696,1.0928318388636122,1.1075988697138857,1.1220510419410505,1.132953186157638,1.1436014103502037,1.1587131893508753,1.1690867513940841
